arquivo,similaridade,gabarito
IMG_3129.JPG,0.336700,nao_esta
IMG_3165.JPG,0.336200,nao_esta
IMG_3017.JPG,0.335900,nao_esta
IMG_3132.JPG,0.333500,nao_esta
IMG_3602.JPG,0.333100,esta
IMG_3613.JPG,0.329900,nao_esta
IMG_3747.JPG,0.327200,nao_esta
IMG_3120.JPG,0.326600,nao_esta
IMG_3025.JPG,0.322000,nao_esta
IMG_3005.JPG,0.318500,nao_esta
IMG_3006.JPG,0.318400,nao_esta
IMG_3050.JPG,0.317900,nao_esta
IMG_3674.JPG,0.317700,rosto_errado
IMG_3621.JPG,0.316500,nao_esta
IMG_3703.JPG,0.314600,esta
IMG_3002.JPG,0.314500,nao_esta
IMG_3144.JPG,0.314100,nao_esta
IMG_3220.JPG,0.312900,nao_esta
IMG_3539.JPG,0.312700,nao_esta
IMG_3161.JPG,0.310700,nao_esta
IMG_3656.JPG,0.310500,nao_esta
IMG_3154.JPG,0.310000,nao_esta
IMG_3016.JPG,0.309600,nao_esta
IMG_3019.JPG,0.309400,nao_esta
IMG_3545.JPG,0.301600,nao_esta
IMG_3657.JPG,0.301400,nao_esta
IMG_3014.JPG,0.300100,nao_esta
IMG_3549.JPG,0.300100,nao_esta
IMG_3155.JPG,0.299300,nao_esta
IMG_3629.JPG,0.298700,nao_esta
IMG_3057.JPG,0.297200,nao_esta
IMG_3713.JPG,0.296600,esta
IMG_3059.JPG,0.295500,nao_esta
IMG_3214.JPG,0.293200,nao_esta
IMG_3164.JPG,0.292500,nao_esta
IMG_3007.JPG,0.291600,nao_esta
IMG_3022.JPG,0.291000,nao_esta
IMG_3748.JPG,0.290400,nao_esta
IMG_3199.JPG,0.289400,nao_esta
IMG_3535.JPG,0.285600,nao_esta
IMG_3186.JPG,0.285500,nao_esta
IMG_3045.JPG,0.283300,nao_esta
IMG_3533.JPG,0.280000,nao_esta
IMG_3547.JPG,0.280000,nao_esta
IMG_3110.JPG,0.279200,nao_esta
IMG_3589.JPG,0.279000,nao_esta
IMG_3575.JPG,0.278300,nao_esta
IMG_2995.JPG,0.272500,nao_esta
IMG_3677.JPG,0.270800,nao_esta
IMG_3000.JPG,0.269100,nao_esta
IMG_3536.JPG,0.266900,nao_esta
IMG_3752.JPG,0.265300,nao_esta
IMG_3228.JPG,0.263000,nao_esta
IMG_3053.JPG,0.262800,nao_esta
IMG_3641.JPG,0.261600,nao_esta
IMG_3042.JPG,0.261400,nao_esta
IMG_3541.JPG,0.260300,nao_esta
IMG_3184.JPG,0.260200,nao_esta
IMG_3190.JPG,0.259800,nao_esta
IMG_3196.JPG,0.258300,nao_esta
IMG_3546.JPG,0.257900,nao_esta
IMG_2988.JPG,0.255100,nao_esta
IMG_3094.JPG,0.253800,nao_esta
